ID,Name,Calories/g,Protein/g,Carbohydrate/g,Sugar/g,Fat/g,Fibre/g,Protein/kcal,Price/g,Vegan,GlutenFree,Milk,Egg,Nuts,Soy,chocolate,cookie,fruit,lemon,mint,nut,white
11,"Grenade High Protein, Low Sugar Bar - Dark Chocolate Mint",0.20018226002430128,0.8527777777777777,0.364406779661017,0.001988071570576541,0.20183486238532108,0.07272727272727272,0.8135593220338982,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,"Grenade High Protein, Low Sugar Bar - Dark Chocolate Raspberry",0.28614823815309837,0.7583333333333334,0.364406779661017,0.017892644135188866,0.20183486238532108,0.07272727272727272,0.6610169491525423,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,"Grenade High Protein, Low Sugar Bar - Fudged Up",0.35206561360874844,0.7583333333333334,0.364406779661017,0.04373757455268389,0.20183486238532108,0.07272727272727272,0.6186440677966101,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,"Grenade High Protein, Low Sugar Bar - Jaffa Quake",0.2102065613608748,0.8055555555555556,0.364406779661017,0.033797216699801194,0.20183486238532108,0.07272727272727272,0.7627118644067796,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,"Grenade High Protein, Low Sugar Bar - Lemon Cheesecake",0.3265492102065613,0.8055555555555556,0.364406779661017,0.041749502982107355,0.20183486238532108,0.07272727272727272,0.6779661016949152,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,"Grenade High Protein, Low Sugar Bar - Oreo",0.35692588092345073,0.8055555555555556,0.364406779661017,0.02186878727634195,0.20183486238532108,0.07272727272727272,0.6525423728813559,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,"Grenade High Protein, Low Sugar Bar - Oreo White",0.35206561360874844,0.7583333333333334,0.364406779661017,0.053677932405566606,0.20183486238532108,0.07272727272727272,0.6186440677966101,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,"Grenade High Protein, Low Sugar Bar - Peanut Butter & Jelly",0.3417375455650061,0.7583333333333334,0.364406779661017,0.04771371769383698,0.20183486238532108,0.07272727272727272,0.6271186440677965,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,"Grenade High Protein, Low Sugar Bar - Peanut Nutter",0.28098420413122716,0.7583333333333334,0.364406779661017,0.04373757455268389,0.20183486238532108,0.07272727272727272,0.6694915254237288,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,"Grenade High Protein, Low Sugar Bar - White Chocolate Cookie",0.2457472660996354,0.8527777777777777,0.364406779661017,0.03777335984095428,0.20183486238532108,0.07272727272727272,0.771186440677966,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,"Grenade High Protein, Low Sugar Bar - White Chocolate Salted Peanut",0.402490886998785,0.7583333333333334,0.364406779661017,0.053677932405566606,0.20183486238532108,0.07272727272727272,0.5932203389830508,0.5362318840579712,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,Fulfil Vitamin and Protein Bar Chocolate Brownie,0.2654921020656135,0.8444444444444444,0.2754237288135593,0.041749502982107355,0.22018348623853212,0.24363636363636362,0.7542372881355931,0.40579710144927544,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Fulfil Vitamin and Protein Bar Hazlenut Whip,0.32077764277035226,0.7916666666666666,0.2754237288135593,0.041749502982107355,0.286697247706422,0.22545454545454544,0.6694915254237288,0.40579710144927544,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,Fulfil Vitamin and Protein Bar Chocolate Peanut Butter,0.3150060753341434,0.8444444444444444,0.2754237288135593,0.041749502982107355,0.27293577981651373,0.20363636363636362,0.711864406779661,0.40579710144927544,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Warrior Raw Protein Flapjack Chocolate Peanut Butter,0.2102065613608748,0.625,0.5148305084745763,0.08349900596421472,0.07339449541284403,0.41454545454545455,0.6016949152542374,0.08695652173913047,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Warrior Raw Protein Flapjack Red Velvet,0.22235722964763055,0.5805555555555556,0.7245762711864406,0.08548707753479126,0.0,0.3927272727272727,0.5508474576271186,0.08695652173913047,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,Warrior Raw Protein Flapjack Honey Berry,0.22630619684082615,0.5750000000000001,0.6186440677966103,0.08548707753479126,0.002293577981651378,0.4109090909090909,0.5423728813559322,0.08695652173913047,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,Warrior Raw Protein White Chocolate,0.32138517618469015,0.7027777777777778,0.4872881355932204,0.053677932405566606,0.305045871559633,0.45454545454545453,0.5932203389830508,0.15942028985507248,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,Warrior Raw Protein Chocolate Orange,0.32138517618469015,0.7027777777777778,0.4872881355932204,0.053677932405566606,0.305045871559633,0.45454545454545453,0.5932203389830508,0.15942028985507248,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,TREK High Protein Flapjack Cocoa Oat,0.5565006075334143,0.3333333333333333,0.5911016949152543,0.5447316103379722,0.4151376146788991,0.14545454545454545,0.2288135593220339,0.3043478260869566,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,TREK High Protein Flapjack Lemon,0.5747266099635479,0.36111111111111116,0.6758474576271186,0.5049701789264414,0.4151376146788991,0.1309090909090909,0.23728813559322035,0.3043478260869566,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,TREK High Protein Flapjack Salted Caramel,0.5382746051032807,0.36111111111111116,0.6334745762711865,0.4652087475149105,0.36926605504587157,0.13818181818181816,0.24576271186440682,0.3043478260869566,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,TREK High Protein Flapjack White Chocolate Raspberry,0.5990279465370594,0.36111111111111116,0.7182203389830508,0.4652087475149105,0.4151376146788991,0.1309090909090909,0.23728813559322035,0.3043478260869566,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,TREK High Protein Flapjack Peanut Butter,0.6597812879708383,0.3333333333333333,0.6334745762711865,0.4652087475149105,0.5068807339449541,0.10909090909090907,0.20338983050847456,0.3043478260869566,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,Nature Valley Protein Peanut & Chocolate Gluten Free Cereal Bars,0.6658566221142164,0.5416666666666667,0.2415254237288136,0.33200795228628227,0.5596330275229358,0.39999999999999997,0.33050847457627114,0.07246376811594205,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Nature Valley Protein Caramel Gluten Free Cereal Bars,0.6962332928311057,0.55,0.15677966101694912,0.25646123260437376,0.6169724770642202,0.46545454545454545,0.33050847457627114,0.07246376811594205,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,PhD Nutrition Smart Protein Bar  Dark Chocolate Raspberry ,0.4732685297691373,0.7027777777777778,0.3877118644067796,0.0,0.305045871559633,0.22909090909090907,0.5084745762711864,0.24637681159420288,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,M&M's Hi-Protein Bar Chocolate ,0.3210814094775213,0.65,0.6144067796610171,0.5725646123260437,0.15825688073394498,0.28363636363636363,0.5508474576271186,0.37681159420289856,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"USN Trust Cookie Bar, Triple Chocolate Protein Cookie",0.31136087484811664,0.5277777777777778,0.5423728813559322,0.2524850894632207,0.1444954128440367,0.23636363636363636,0.4576271186440678,0.15942028985507248,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"Eat Natural Protein Bars, Protein Packed Peanuts & Chocolate Nut ",0.7232685297691374,0.4638888888888889,0.3453389830508475,0.35984095427435386,0.6077981651376148,0.26545454545454544,0.2711864406779661,0.05797101449275363,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,Barebells Protein Bars  (Hazelnut & Nougat),0.3040704738760632,0.8444444444444444,0.2754237288135593,0.041749502982107355,0.2775229357798165,0.19272727272727272,0.7203389830508474,0.5217391304347827,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,Barebells Protein Bars  (Hazelnut & Nougat) Vegan,0.34264884568651266,0.5916666666666668,0.4300847457627119,0.019880715705765408,0.30733944954128434,0.45090909090909087,0.49152542372881347,0.5217391304347827,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,Nakd Caramel Protein Bar - Vegan - Gluten Free,0.45990279465370604,0.3083333333333334,0.36016949152542377,0.5089463220675945,0.39908256880733944,0.5490909090909091,0.23728813559322035,0.8695652173913044,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nakd Cocoa Hazelnut Protein Bar - Vegan - Gluten Free,0.45990279465370604,0.3083333333333334,0.36016949152542377,0.5089463220675945,0.39908256880733944,0.5490909090909091,0.23728813559322035,0.8695652173913044,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Nakd Peanut Butter Protein Bar - Vegan - Gluten Free,0.5273390036452005,0.3138888888888889,0.49152542372881364,0.5228628230616302,0.4151376146788991,0.34909090909090906,0.22033898305084745,0.8695652173913044,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,SCI-MX High Protein Chocolate Chip Brownie,0.32715674362089914,0.6888888888888889,0.4322033898305085,0.003976143141153082,0.2591743119266055,0.18545454545454543,0.576271186440678,0.1449275362318841,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,SCI-MX Chocolate Protein Flapjack,0.4571688942891859,0.25,0.6398305084745765,0.28628230616302186,0.34174311926605505,0.3127272727272727,0.19491525423728812,0.07246376811594205,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,SCI-MX Ultra Mass High Protein Chocolate Brownie with Caramel + Roasted Peanuts ,0.3165249088699878,0.5277777777777778,0.6122881355932205,0.5248508946322068,0.20871559633027523,0.054545454545454536,0.4576271186440678,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,SCI-MX High Protein White Choc Chip Blondie ,0.38791008505467794,0.6888888888888889,0.538135593220339,0.04970178926441352,0.26376146788990823,0.13818181818181816,0.5423728813559322,0.1449275362318841,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,SCI-MX High Protein Double Chocolate Cookie Box,0.2913122721749695,0.6861111111111111,0.41101694915254233,0.04970178926441352,0.23853211009174308,0.11272727272727272,0.6016949152542374,0.08695652173913047,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Blessed Vegan Protein Bars Chocolate Raspberry,0.35206561360874844,0.4805555555555556,0.0444915254237288,0.17892644135188865,0.27293577981651373,0.5963636363636363,0.3983050847457627,0.565217391304348,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Blessed Vegan Protein Bars Choc Peanut Caramel,0.3857837181044958,0.4805555555555556,0.05932203389830508,0.15109343936381708,0.30733944954128434,0.6072727272727273,0.38983050847457623,0.565217391304348,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,Blessed Vegan Protein Bars Salted Caramel,0.3924665856622114,0.5055555555555555,0.055084745762711856,0.15109343936381708,0.30275229357798167,0.5890909090909091,0.4067796610169491,0.565217391304348,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,"BodyMe Organic Vegan Protein Bar, Raw Cacao Mint",0.4735722964763063,0.5777777777777778,0.41101694915254233,0.510934393638171,0.3348623853211009,0.19272727272727272,0.423728813559322,0.391304347826087,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55,BodyMe Organic Vegan Protein Bar | Raw Turmeric Lemon ,0.46840826245443495,0.5916666666666668,0.4279661016949152,0.5089463220675945,0.323394495412844,0.14545454545454545,0.4322033898305085,0.391304347826087,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,"Snickers Hi Protein Bar Caramel, Peanuts and Real Milk Chocolate",0.3538882138517619,0.8444444444444444,0.4300847457627119,0.33200795228628227,0.22018348623853212,0.26545454545454544,0.6864406779661016,0.4927536231884059,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,"Snickers White Chocolate Protein Bars Caramel, Peanuts and White Chocolate",0.41919805589307413,0.8083333333333333,0.25423728813559326,0.3260437375745527,0.3004587155963303,0.2545454545454546,0.6186440677966101,0.47826086956521746,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,"Quest Cookie, Chocolate Chip",0.46445929526123936,0.538888888888889,0.34110169491525427,0.015904572564612328,0.6100917431192661,0.5563636363636363,0.3983050847457627,0.7246376811594204,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,"Quest Cookie, Double Chocolate Chip",0.3101458080194411,0.538888888888889,0.41313559322033894,0.02186878727634195,0.49311926605504586,0.6763636363636363,0.46610169491525427,0.7246376811594204,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,High Protein Bars - Sports Nutrition Vegan Protein Bar Cocoa,0.5899149453219928,0.7916666666666666,0.4364406779661017,0.6600397614314115,0.24770642201834858,0.21818181818181814,0.5169491525423728,0.3333333333333334,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,High Protein Bars - Sports Nutrition Vegan Protein Bar Jaffa Cake,0.5543742405832321,0.7833333333333334,0.4533898305084746,0.6481113320079523,0.305045871559633,0.18909090909090906,0.5254237288135593,0.3333333333333334,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,High Protein Bars - Sports Nutrition Vegan Protein Bar Salted Caramel,0.5899149453219928,0.8194444444444444,0.41101694915254233,0.687872763419483,0.26146788990825687,0.21818181818181814,0.5338983050847458,0.3333333333333334,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,The Primal Pantry Protein Bars - Cocoa Orange,0.13851761846901578,0.3388888888888889,0.5063559322033899,0.7833001988071571,0.07798165137614678,0.3309090909090909,0.3728813559322034,0.2753623188405797,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,The Primal Pantry Protein Bars - Snickers,0.6102673147023085,0.041666666666666664,0.9788135593220338,1.0,0.4288990825688073,0.06909090909090908,0.025423728813559327,0.4492753623188407,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,The Primal Pantry Protein Bars - Raisin Hazelnut,0.3924665856622114,0.019444444444444462,1.0,0.6500994035785288,0.21559633027522937,0.12,0.033898305084745776,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,"Mars Hi Protein Bar Caramel, Nougat and Real Milk Chocolate",0.2430133657351154,0.7750000000000001,0.48516949152542377,0.4592445328031809,0.0963302752293578,0.24727272727272728,0.711864406779661,0.4492753623188407,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,M&m Hi-protein Bar Peanut ,0.42223572296476297,0.65,0.5317796610169492,0.4552683896620278,0.2798165137614679,0.2145454545454545,0.49999999999999994,0.565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,M&M Hi-Protein Bar Crispy,0.36907654921020655,0.6333333333333333,0.39194915254237284,0.5228628230616302,0.2362385321100917,0.2109090909090909,0.5169491525423728,0.5507246376811595,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,"KIND Bars, Gluten Free Snack Bars, Maple Pecan Almond",1.0,0.25,0.15677966101694912,0.19681908548707752,1.0,0.3927272727272727,0.1016949152542373,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,"KIND Bars, Gluten Free Snack Bars, Almond & Coconut",0.7797691373025517,0.1388888888888889,0.2944915254237288,0.4055666003976143,0.7706422018348624,0.39999999999999997,0.06779661016949154,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,"KIND Bars, Gluten Free Snack Bars, Caramel Almond & Sea Salt",0.8025516403402186,0.2777777777777778,0.05720338983050847,0.2664015904572565,0.8279816513761469,0.6181818181818182,0.1440677966101695,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,"KIND Bars, Gluten Free Snack Bars, Caramelised Biscuit Nut",0.893681652490887,0.3138888888888889,0.1885593220338983,0.17296222664015903,0.8279816513761469,0.4363636363636363,0.15254237288135594,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"KIND Bars, High Fibre, Gluten Free Snack Bars, Chocolate Chip Cashew",0.893681652490887,0.3138888888888889,0.1885593220338983,0.18687872763419483,0.8853211009174312,0.41818181818181815,0.15254237288135594,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"KIND Bars, Dark Chocolate Nuts & Sea Salt, Gluten Free",0.8329283110571082,0.27222222222222225,0.2415254237288136,0.3220675944333996,0.7706422018348624,0.5381818181818181,0.13559322033898305,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"KIND Bars, Gluten Free Snack Bars, Dark Chocolate Orange Almond",0.8177399756986635,0.22222222222222227,0.2944915254237288,0.34592445328031807,0.7706422018348624,0.5636363636363636,0.11016949152542371,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,"KIND Bars, Gluten Free Snack Bars, Fruit & Nut",0.7949574726609964,0.25,0.4004237288135593,0.3817097415506958,0.6559633027522936,0.4727272727272727,0.1271186440677966,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,"KIND Bars, Gluten Free Snack Bars, Peanut Butter Dark Chocolate",0.7797691373025517,0.36111111111111116,0.3474576271186441,0.4254473161033797,0.713302752293578,0.2545454545454546,0.19491525423728812,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,"KIND Bars, Gluten Free Snack Bars, Salted Caramel Dark Chocolate",0.787363304981774,0.2777777777777778,0.2415254237288136,0.3260437375745527,0.7706422018348624,0.4909090909090909,0.1440677966101695,0.753623188405797,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Mini and Big Flapjacks Pack - Chia Seeds - Energy Bar ,0.6151275820170108,0.019444444444444462,1.0,0.5844930417495029,0.5229357798165137,0.24363636363636362,0.008474576271186448,0.8985507246376813,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80,Mini and Big Flapjacks Pack - Chia Seeds - Energy Bar  Banana,0.5343256379100849,0.019444444444444462,1.0,0.5844930417495029,0.5229357798165137,0.24363636363636362,0.01694915254237288,0.8985507246376813,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,Mini and Big Flapjacks Pack - Chia Seeds - Berry No Added Sugar,0.4835965978128796,0.019444444444444462,0.788135593220339,0.5844930417495029,0.5229357798165137,0.24363636363636362,0.025423728813559327,0.8985507246376813,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82,Mini and Big Flapjacks Pack - Chia Seeds - Salted Caramel,0.6151275820170108,0.0,0.788135593220339,0.5844930417495029,0.5229357798165137,0.24363636363636362,0.0,0.8985507246376813,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Built Bar High Protein Energy Bars | Gluten Free Coconut,0.0,0.8166666666666667,0.49788135593220345,0.15308151093439362,0.029816513761467885,0.3781818181818181,1.0,0.47826086956521746,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,Built Bar High Protein Energy Bars | Gluten Free Coconut Almond,0.15370595382746044,0.7250000000000001,0.49152542372881364,0.2007952286282306,0.1559633027522936,0.3236363636363636,0.7372881355932204,0.37681159420289856,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,Built Bar High Protein Energy Bars | Gluten Free Cookies 'N Cream,0.0,0.8166666666666667,0.49788135593220345,0.15308151093439362,0.029816513761467885,0.45454545454545453,1.0,0.47826086956521746,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,Built Bar High Protein Energy Bars | Gluten Free Double Chocolate,0.0,0.8166666666666667,0.5423728813559322,0.15308151093439362,0.029816513761467885,0.3781818181818181,1.0,0.47826086956521746,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Built Bar High Protein Energy Bars | Gluten Free Mint Brownie,0.0,0.8166666666666667,0.5423728813559322,0.15308151093439362,0.029816513761467885,0.3781818181818181,1.0,0.47826086956521746,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88,Built Bar High Protein Energy Bars | Gluten Free Peanut Butter,0.0634872417982988,0.8166666666666667,0.40889830508474573,0.15308151093439362,0.10091743119266056,0.3781818181818181,0.9152542372881355,0.47826086956521746,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89,Built Bar High Protein Energy Bars | Gluten Free Rasberry,0.0634872417982988,0.8166666666666667,0.40889830508474573,0.15308151093439362,0.10091743119266056,0.3781818181818181,0.9152542372881355,0.47826086956521746,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,Pure Protein Bar Chocolate Mint Cookie,0.2709599027946537,0.888888888888889,0.5063559322033899,0.06759443339960239,0.11697247706422018,0.14545454545454545,0.7881355932203389,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
